id;code;latitude;longitude;address;district;postal_code;total_volume;trash_type;prediction;bin_type;installed_at;created;last_modify;created_batch_id;updated_batch_id
30046;0003/ 014C00513;50,086700000000000;14,462600000000000;nám.Barikád 0;;13000;1500;plastic;2019-05-15 13:27:57;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30048;0003/ 014C00515;50,086700000000000;14,462600000000000;nám.Barikád 0;;13000;1500;glass_coloured;2019-05-17 15:10:35;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30049;0003/ 014C00516;50,086700000000000;14,462600000000000;nám.Barikád 0;;13000;1500;glass_white;2019-05-19 19:20:15;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30050;0003/ 014C00517;50,086700000000000;14,462600000000000;nám.Barikád 0;;13000;1500;beverage_cartons;2019-05-24 01:57:46;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30051;0003/ 022C00521;50,079477900000000;14,457476400000019;Lucemburská 1579/33;;13000;1500;paper;2019-05-17 05:58:42;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30052;0003/ 022C00522;50,079477900000000;14,457476400000019;Lucemburská 1579/33;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30053;0003/ 022C00523;50,079477900000000;14,457476400000019;Lucemburská 1579/33;;13000;1500;glass_coloured;2019-06-07 07:10:03;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30054;0003/ 022C00524;50,079477900000000;14,457476400000019;Lucemburská 1579/33;;13000;1500;glass_white;2019-05-20 22:56:09;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30055;0003/ 024C00531;50,082217900000000;14,445739399999980;Boøivojova 761/97;;13000;3000;paper;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30056;0003/ 024C00532;50,082217900000000;14,445739399999980;Boøivojova 761/97;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30057;0003/ 024C00533;50,082217900000000;14,445739399999980;Boøivojova 761/97;;13000;1500;glass_coloured;2019-05-16 22:40:27;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30058;0003/ 024C00534;50,082217900000000;14,445739399999980;Boøivojova 761/97;;13000;1500;glass_white;2019-05-28 08:19:27;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30059;0003/ 030C00541;50,088741200000000;14,471963200000005;Jeseniova 2593/98;;13000;3000;paper;2019-05-17 12:01:37;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30060;0003/ 030C00542;50,088741200000000;14,471963200000005;Jeseniova 2593/98;;13000;1500;plastic;2019-05-18 06:51:13;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30061;0003/ 030C00543;50,088741200000000;14,471963200000005;Jeseniova 2593/98;;13000;1500;glass_coloured;2019-06-22 11:37:05;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30062;0003/ 030C00544;50,088741200000000;14,471963200000005;Jeseniova 2593/98;;13000;1500;glass_white;2020-03-26 22:53:31;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30063;0003/ 030C00545;50,088741200000000;14,471963200000005;Jeseniova 2593/98;;13000;1500;beverage_cartons;2019-05-23 03:18:35;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30064;0003/ 035C00551;50,085675300000000;14,455408100000000;Rokycanova 240/27;;13000;3000;beverage_cartons;2019-05-19 05:10:53;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30065;0003/ 035C00552;50,085675300000000;14,455408100000000;Rokycanova 240/27;;13000;1500;paper;2019-05-18 05:33:20;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30066;0003/ 035C00553;50,085675300000000;14,455408100000000;Rokycanova 240/27;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30067;0003/ 035C00554;50,085675300000000;14,455408100000000;Rokycanova 240/27;;13000;1500;glass_coloured;2019-05-22 04:08:16;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30068;0003/ 035C00555;50,085675300000000;14,455408100000000;Rokycanova 240/27;;13000;1500;glass_white;2019-06-03 23:03:26;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30069;0003/ 036C00561;50,089320200000000;14,496351799999957;Habrová 2641;;13000;3000;paper;2019-05-16 19:56:49;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30071;0003/ 036C00563;50,089320200000000;14,496351799999957;Habrová 2641;;13000;3000;plastic;2019-05-16 12:11:15;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30073;0003/ 036C00565;50,089320200000000;14,496351799999957;Habrová 2641;;13000;1500;glass_coloured;2019-05-20 04:15:53;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30074;0003/ 036C00566;50,089320200000000;14,496351799999957;Habrová 2641;;13000;1500;glass_white;2019-06-12 13:28:19;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30075;0003/ 036C00567;50,089320200000000;14,496351799999957;Habrová 2641;;13000;3000;beverage_cartons;2019-05-09 07:12:31;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30076;0003/ 037C00571;50,081736500000000;14,457771099999945;Sudomìøská 1793/47;;13000;1500;paper;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30077;0003/ 037C00572;50,081736500000000;14,457771099999945;Sudomìøská 1793/47;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30078;0003/ 037C00573;50,081736500000000;14,457771099999945;Sudomìøská 1793/47;;13000;1500;glass_coloured;2019-06-07 15:23:30;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30079;0003/ 037C00574;50,081736500000000;14,457771099999945;Sudomìøská 1793/47;;13000;1500;glass_white;2019-06-26 22:59:31;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30080;0003/ 039C00581;50,086379200000000;14,452380700000049;Prokopovo námìstí 175;;13000;3000;paper;2019-05-15 11:13:57;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30081;0003/ 039C00582;50,086379200000000;14,452380700000049;Prokopovo námìstí 175;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30082;0003/ 039C00583;50,086379200000000;14,452380700000049;Prokopovo námìstí 175;;13000;1500;glass_coloured;2019-05-21 08:08:49;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30083;0003/ 039C00584;50,086379200000000;14,452380700000049;Prokopovo námìstí 175;;13000;1500;glass_white;2020-12-07 00:14:16;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30084;0003/ 039C00585;50,086379200000000;14,452380700000049;Prokopovo námìstí 175;;13000;1500;beverage_cartons;2019-05-22 03:46:47;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30085;0003/ 040C00591;50,086360400000000;14,441890500000000;Pøíbìnická 942;;13000;3000;paper;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30086;0003/ 040C00592;50,086360400000000;14,441890500000000;Pøíbìnická 942;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30087;0003/ 040C00593;50,086360400000000;14,441890500000000;Pøíbìnická 942;;13000;1500;glass_coloured;2019-05-27 01:32:47;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30088;0003/ 040C00594;50,086360400000000;14,441890500000000;Pøíbìnická 942;;13000;1500;glass_white;2019-05-17 08:43:59;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30089;0003/ 040C00595;50,086360400000000;14,441890500000000;Pøíbìnická 942;;13000;1500;beverage_cartons;2019-05-27 17:37:40;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30090;0003/ 041C00601;50,090833700000000;14,491739899999970;Pod Lipami 2562;;13000;3000;beverage_cartons;2019-05-27 01:17:36;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30091;0003/ 041C00602;50,090833700000000;14,491739899999970;Pod Lipami 2562;;13000;3000;paper;2019-05-18 13:42:41;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30093;0003/ 041C00604;50,090833700000000;14,491739899999970;Pod Lipami 2562;;13000;3000;plastic;2019-05-16 10:22:06;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30095;0003/ 041C00606;50,090833700000000;14,491739899999970;Pod Lipami 2562;;13000;1500;glass_coloured;2019-05-21 00:38:59;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30096;0003/ 041C00607;50,090833700000000;14,491739899999970;Pod Lipami 2562;;13000;1500;glass_white;2019-05-22 01:27:05;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30097;0003/ 043C00611;50,075649600000000;14,454202399999986;Perunova 880;;13000;3000;paper;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30098;0003/ 043C00612;50,075649600000000;14,454202399999986;Perunova 880;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30099;0003/ 043C00613;50,075649600000000;14,454202399999986;Perunova 880;;13000;1500;glass_coloured;2019-05-20 10:00:59;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30100;0003/ 043C00614;50,075649600000000;14,454202399999986;Perunova 880;;13000;1500;glass_white;2019-05-20 04:23:59;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30101;0003/ 043C00615;50,075649600000000;14,454202399999986;Perunova 880;;13000;1500;beverage_cartons;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30102;0003/ 052C00621;50,086128100000000;14,469599600000038;Ke Kapslovnì 2387;;13000;3000;paper;2019-05-19 11:29:13;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30103;0003/ 052C00622;50,086128100000000;14,469599600000038;Ke Kapslovnì 2387;;13000;1500;plastic;2019-05-20 03:00:01;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30104;0003/ 052C00623;50,086128100000000;14,469599600000038;Ke Kapslovnì 2387;;13000;1500;glass_coloured;;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30105;0003/ 052C00624;50,086128100000000;14,469599600000038;Ke Kapslovnì 2387;;13000;1500;glass_white;2019-06-14 17:56:25;Schäfer/Europa-OR/GB;2018-12-05 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30106;0003/ 076C00631;50,094991099999990;14,486524099999997;Na Balkánì-K Vrcholu 2075/70;;13000;1500;beverage_cartons;2019-07-01 09:46:57;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30107;0003/ 076C00632;50,094991099999990;14,486524099999997;Na Balkánì-K Vrcholu 2075/70;;13000;3000;paper;2019-05-18 09:44:23;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30109;0003/ 076C00634;50,094991099999990;14,486524099999997;Na Balkánì-K Vrcholu 2075/70;;13000;1500;plastic;;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30111;0003/ 076C00636;50,094991099999990;14,486524099999997;Na Balkánì-K Vrcholu 2075/70;;13000;1500;glass_coloured;2019-05-17 03:49:57;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30112;0003/ 076C00637;50,094991099999990;14,486524099999997;Na Balkánì-K Vrcholu 2075/70;;13000;1500;glass_white;2019-05-17 22:21:16;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30113;0003/ 084C00641;50,089854500000000;14,464927399999965;Konìvova/Hájkova 1607/20;;13000;1500;beverage_cartons;2019-05-19 18:37:52;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30114;0003/ 084C00642;50,089854500000000;14,464927399999965;Konìvova/Hájkova 1607/20;;13000;1500;paper;2019-05-16 00:55:12;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30116;0003/ 084C00644;50,089854500000000;14,464927399999965;Konìvova/Hájkova 1607/20;;13000;1500;plastic;2019-05-17 04:30:23;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30118;0003/ 084C00646;50,089854500000000;14,464927399999965;Konìvova/Hájkova 1607/20;;13000;3000;glass_coloured;2019-05-19 06:26:32;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30119;0003/ 084C00647;50,089854500000000;14,464927399999965;Konìvova/Hájkova 1607/20;;13000;1500;glass_white;2019-05-28 19:00:35;Schäfer/Europa-OR/GB;2018-12-18 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30120;0008/ 043C00871;50,100881614205626;14,482083320617676;Sokolovská 457/127;;18000;3000;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30121;0008/ 043C00872;50,100881614205626;14,482083320617676;Sokolovská 457/127;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30122;0008/ 043C00873;50,100881614205626;14,482083320617676;Sokolovská 457/127;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30123;0008/ 043C00874;50,100881614205626;14,482083320617676;Sokolovská 457/127;;18000;1500;glass_white;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30124;0008/ 226C01321;50,091897200000000;14,448318400000062;Køižíkova ;;18000;3000;paper;;Bammens Memphis;;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30125;0008/ 226C01322;50,091897200000000;14,448318400000062;Køižíkova ;;18000;3000;plastic;2019-05-16 22:15:48;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30126;0008/ 226C01323;50,091897200000000;14,448318400000062;Køižíkova ;;18000;1500;glass_coloured;2019-05-25 14:02:51;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30127;0008/ 226C01324;50,091897200000000;14,448318400000062;Køižíkova ;;18000;1500;glass_white;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30128;0008/ 072C01331;50,094780500000000;14,463316999999961;Molákova 601/2;;18000;3000;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30129;0008/ 072C01332;50,094780500000000;14,463316999999961;Molákova 601/2;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30130;0008/ 072C01333;50,094780500000000;14,463316999999961;Molákova 601/2;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30131;0008/ 072C01334;50,094780500000000;14,463316999999961;Molákova 601/2;;18000;1500;glass_white;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30132;0008/ 072C01335;50,094780500000000;14,463316999999961;Molákova 601/2;;18000;1500;beverage_cartons;2019-05-25 22:34:12;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30133;0008/ 072C01336;50,094780500000000;14,463316999999961;Molákova 601/2;;18000;1500;metal;2019-05-19 06:22:02;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30134;0008/ 067C01341;50,113629900000000;14,466440799999987;Krejèího ;;18000;3000;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30135;0008/ 067C01342;50,113629900000000;14,466440799999987;Krejèího ;;18000;3000;plastic;2019-05-15 13:05:18;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30136;0008/ 067C01343;50,113629900000000;14,466440799999987;Krejèího ;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30137;0008/ 067C01344;50,113629900000000;14,466440799999987;Krejèího ;;18000;1500;glass_white;2019-05-20 12:39:49;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30138;0008/ 067C01345;50,113629900000000;14,466440799999987;Krejèího ;;18000;1500;beverage_cartons;2019-05-19 20:31:04;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30139;0008/ 067C01346;50,113629900000000;14,466440799999987;Krejèího ;;18000;1500;metal;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30140;0008/ 042C01351;50,108529000000000;14,473852500000020;Na Rokytce 22;;18000;3000;paper;2019-05-17 18:21:59;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30141;0008/ 042C01352;50,108529000000000;14,473852500000020;Na Rokytce 22;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30142;0008/ 042C01353;50,108529000000000;14,473852500000020;Na Rokytce 22;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30143;0008/ 042C01354;50,108529000000000;14,473852500000020;Na Rokytce 22;;18000;1500;glass_white;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30144;0008/ 042C01355;50,108529000000000;14,473852500000020;Na Rokytce 22;;18000;1500;beverage_cartons;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30145;0008/ 042C01356;50,108529000000000;14,473852500000020;Na Rokytce 22;;18000;1500;metal;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30146;0008/ 033C01361;50,110280100000000;14,470462799999950;U Meteoru ;;18000;3000;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30147;0008/ 033C01362;50,110280100000000;14,470462799999950;U Meteoru ;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30148;0008/ 033C01363;50,110280100000000;14,470462799999950;U Meteoru ;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30149;0008/ 033C01364;50,110280100000000;14,470462799999950;U Meteoru ;;18000;1500;glass_white;2019-05-28 11:43:21;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30150;0008/ 044C01371;50,132249700000000;14,415671299999985;Na Bendovce ;;18000;3000;paper;2019-05-15 22:19:17;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30151;0008/ 044C01372;50,132249700000000;14,415671299999985;Na Bendovce ;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30152;0008/ 044C01373;50,132249700000000;14,415671299999985;Na Bendovce ;;18000;1500;glass_coloured;2019-06-15 10:20:37;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30153;0008/ 044C01374;50,132249700000000;14,415671299999985;Na Bendovce ;;18000;1500;glass_white;2019-05-20 04:55:43;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30154;0008/ 044C01375;50,132249700000000;14,415671299999985;Na Bendovce ;;18000;1500;beverage_cartons;2019-05-18 23:40:03;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30155;0008/ 044C01376;50,132249700000000;14,415671299999985;Na Bendovce ;;18000;1500;metal;2019-05-20 02:33:47;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30156;0008/ 034C01381;50,106620394624606;14,473741006877392;Nám. Dr. Václava Holého ;;18000;3000;paper;2019-05-18 12:42:38;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30157;0008/ 034C01382;50,106620394624606;14,473741006877392;Nám. Dr. Václava Holého ;;18000;3000;plastic;2019-05-18 06:00:45;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30158;0008/ 034C01383;50,106620394624606;14,473741006877392;Nám. Dr. Václava Holého ;;18000;1500;glass_coloured;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30159;0008/ 034C01384;50,106620394624606;14,473741006877392;Nám. Dr. Václava Holého ;;18000;1500;glass_white;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30160;0008/ 034C01385;50,106620394624606;14,473741006877392;Nám. Dr. Václava Holého ;;18000;1500;beverage_cartons;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30162;0008/ 080C01391;50,115725700000000;14,474824500000068;Františka Kadlece ;;18000;3000;paper;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
30163;0008/ 080C01392;50,115725700000000;14,474824500000068;Františka Kadlece ;;18000;3000;plastic;;Bammens Memphis;2019-01-13 00:00:00;2019-02-25 15:41:32.220000000;2019-05-15 15:00:04.113000000;-2;8924021
